PLAYER NAME,TEAM,PROJ. FPTS,Position,Salary,Injury Indicator
Travis Kelce,KC,15.6,TE,8000.0,
Darren Waller,LV,13.5,TE,7100.0,
Hunter Henry,LAC,9.5,TE,5900.0,
Evan Engram,NYG,8.1,TE,5600.0,
Austin Hooper,CLE,7.5,TE,5100.0,
Noah Fant,DEN,7.3,TE,5700.0,
Mike Gesicki,MIA,7.3,TE,5600.0,
Jonnu Smith,TEN,7.0,TE,6000.0,
Rob Gronkowski,TB,6.9,TE,6200.0,
Kyle Rudolph,MIN,6.5,TE,4600.0,
Trey Burton,IND,5.4,TE,5400.0,
Tyler Eifert,JAC,5.2,TE,4400.0,
Jared Cook,NO,5.2,TE,5800.0,
Anthony Firkser,TEN,4.5,TE,4900.0,
Gerald Everett,LAR,4.5,TE,4700.0,
Mo Alie-Cox,IND,3.9,TE,4800.0,
Jack Doyle,IND,3.7,TE,5100.0,
David Njoku,CLE,3.7,TE,4800.0,
Drew Sample,CIN,3.6,TE,4500.0,
Dawson Knox,BUF,3.5,TE,4400.0,
Dan Arnold,ARI,3.5,TE,4500.0,
Ross Dwelley,SF,3.5,TE,5000.0,
Harrison Bryant,CLE,3.3,TE,4700.0,
Chris Herndon IV,NYJ,3.2,TE,4600.0,
Cameron Brate,TB,3.0,TE,4900.0,
Foster Moreau,LV,2.8,TE,4100.0,
Ian Thomas,CAR,2.8,TE,4400.0,
Tyler Kroft,BUF,2.7,TE,4600.0,
Durham Smythe,MIA,2.6,TE,4300.0,
Lee Smith,BUF,2.5,TE,4100.0,
James O'Shaughnessy,JAC,2.5,TE,4100.0,
Jason Witten,LV,2.2,TE,4200.0,
Adam Shaheen,MIA,2.2,TE,4300.0,
Maxx Williams,ARI,2.2,TE,4200.0,
Nick Keizer,KC,2.1,TE,4100.0,
Ryan Griffin,NYJ,2.1,TE,4100.0,
Josh Hill,NO,2.0,TE,4200.0,
Donald Parham Jr.,LAC,2.0,TE,4300.0,
Ricky Seals-Jones,KC,2.0,TE,4000.0,
Adam Trautman,NO,1.9,TE,4200.0,
Nick Vannett,DEN,1.9,TE,4200.0,
Troy Fumagalli,DEN,1.9,TE,4100.0,
Luke Stocker,ATL,1.8,TE,4000.0,
Jordan Thomas,NE,1.7,TE,4200.0,
Levine Toilolo,NYG,1.7,TE,4000.0,
Tyler Conklin,MIN,1.7,TE,4000.0,
Noah Togiai,IND,1.7,TE,4000.0,
Farrod Green,IND,1.7,TE,4000.0,
Ben Ellefson,JAC,1.7,TE,4000.0,
Brycen Hopkins,LAR,1.7,TE,4000.0,
Chris Manhertz,CAR,1.6,TE,4000.0,
Cethan Carter,CIN,1.5,TE,4000.0,
Jaeden Graham,ATL,1.5,TE,4000.0,
Derek Carrier,LV,1.4,TE,4000.0,
Charlie Woerner,SF,1.4,TE,4000.0,
Geoff Swaim,TEN,1.4,TE,4000.0,
Evan Baylis,ARI,1.2,TE,4000.0,
Eric Saubert,JAC,1.2,TE,4000.0,
Deon Yelder,KC,1.2,TE,4000.0,
Mason Schreck,CIN,1.0,TE,4000.0,
Antony Auclair,TB,1.0,TE,4000.0,
Stephen Anderson,LAC,0.9,TE,4000.0,
Johnny Mundt,LAR,0.4,TE,4000.0,
Stephen Carlson,CLE,0.3,TE,4000.0,
Garrett Griffin,NO,0.0,TE,4000.0,
