PLAYER NAME,TEAM,PROJ. FPTS,Position,Salary,Injury Indicator
Deshaun Watson,HOU,20.9,QB,7700.0,
Dalvin Cook,MIN,21.6,RB,10500.0,
James Robinson,JAC,15.1,RB,7200.0,
Terry McLaurin,WAS,14.9,WR,7300.0,
Robby Anderson,CAR,13.1,WR,6300.0,
Chase Claypool,PIT,13.1,WR,6400.0,
T.J. Hockenson,DET,10.6,TE,6000.0,
Adrian Peterson,DET,10.5,RB,5100.0,
Detroit Lions,,6.1,DST,3500.0,
Total,,125.89999999999999,,60000.0,
