PLAYER NAME,TEAM,PROJ. FPTS,Position,Salary,Injury Indicator
Davante Adams,GB,17.9,WR,9500.0,
Keenan Allen,LAC,16.1,WR,8000.0,
Julio Jones,ATL,15.5,WR,8100.0,
Terry McLaurin,WAS,14.9,WR,7300.0,
Adam Thielen,MIN,13.6,WR,7900.0,
Calvin Ridley,ATL,13.5,WR,7800.0,
Tyler Boyd,CIN,13.4,WR,6600.0,
Will Fuller V,HOU,13.3,WR,7100.0,
Justin Jefferson,MIN,13.2,WR,6700.0,
Tee Higgins,CIN,13.1,WR,6500.0,
Robby Anderson,CAR,13.1,WR,6300.0,
Chase Claypool,PIT,13.1,WR,6400.0,
A.J. Brown,TEN,12.9,WR,7500.0,
Marvin Jones Jr.,DET,12.8,WR,6400.0,
Diontae Johnson,PIT,12.7,WR,6400.0,
Jamison Crowder,NYJ,12.1,WR,6600.0,
Michael Thomas,NO,12.1,WR,8200.0,
Brandin Cooks,HOU,12.0,WR,6100.0,
Jakobi Meyers,NE,12.0,WR,6000.0,
JuJu Smith-Schuster,PIT,11.9,WR,6500.0,
Amari Cooper,DAL,11.9,WR,6900.0,
D.J. Moore,CAR,11.7,WR,7100.0,
DeVante Parker,MIA,11.6,WR,6200.0,
Jerry Jeudy,DEN,11.5,WR,5700.0,
D.J. Chark Jr.,JAC,11.4,WR,6200.0,
Mike Williams,LAC,11.4,WR,5900.0,
Jarvis Landry,CLE,11.1,WR,5900.0,
Travis Fulgham,PHI,10.9,WR,6800.0,
Curtis Samuel,CAR,10.4,WR,5600.0,
Michael Pittman Jr.,IND,9.9,WR,5500.0,
Marquise Brown,BAL,9.3,WR,5900.0,
CeeDee Lamb,DAL,9.2,WR,5800.0,
Corey Davis,TEN,9.0,WR,5900.0,
Jalen Reagor,PHI,8.9,WR,5600.0,
Tim Patrick,DEN,8.5,WR,5500.0,
Breshad Perriman,NYJ,8.4,WR,5700.0,
Denzel Mims,NYJ,8.4,WR,5400.0,
Marvin Hall,DET,8.0,WR,5100.0,
Michael Gallup,DAL,7.9,WR,5400.0,
Jakeem Grant,MIA,7.6,WR,4600.0,
A.J. Green,CIN,7.6,WR,5500.0,
Keelan Cole Sr.,JAC,7.4,WR,5300.0,
T.Y. Hilton,IND,7.4,WR,5400.0,
Randall Cobb,HOU,7.2,WR,5100.0,
Chris Conley,JAC,7.1,WR,4900.0,
Marquez Valdes-Scantling,GB,7.1,WR,5800.0,
Emmanuel Sanders,NO,6.9,WR,5600.0,
Rashard Higgins,CLE,6.8,WR,5400.0,
Willie Snead IV,BAL,6.7,WR,5200.0,
KJ Hamler,DEN,6.7,WR,5200.0,
Zach Pascal,IND,6.6,WR,5300.0,
Greg Ward,PHI,6.0,WR,5200.0,
Russell Gage,ATL,5.9,WR,5100.0,
Damiere Byrd,NE,5.5,WR,5300.0,
Cam Sims,WAS,5.4,WR,5000.0,
Quintez Cephus,DET,5.4,WR,4700.0,
Steven Sims,WAS,5.4,WR,4600.0,
Jalen Guyton,LAC,4.8,WR,4900.0,
Devin Duvernay,BAL,4.0,WR,4800.0,
James Washington,PIT,3.8,WR,5200.0,
Olamide Zaccheaus,ATL,3.7,WR,4700.0,
Tyron Johnson,LAC,3.6,WR,4600.0,
Alshon Jeffery,PHI,3.6,WR,4700.0,
Tre'Quan Smith,NO,3.5,WR,5300.0,
DaeSean Hamilton,DEN,3.5,WR,4800.0,
Auden Tate,CIN,3.5,WR,4500.0,
Braxton Berrios,NYJ,3.4,WR,4900.0,
Miles Boykin,BAL,3.3,WR,4800.0,
Marquez Callaway,NO,3.2,WR,4900.0,
Donovan Peoples-Jones,CLE,3.0,WR,5000.0,
Kalif Raymond,TEN,2.9,WR,4800.0,
Deonte Harris,NO,2.8,WR,5000.0,
Marcus Johnson,IND,2.7,WR,5000.0,
Cam Batson,TEN,2.7,WR,4500.0,
KhaDarel Hodge,CLE,2.6,WR,4500.0,
Cedrick Wilson,DAL,2.5,WR,4900.0,
Chad Beebe,MIN,2.5,WR,4500.0,
Mack Hollins,MIA,2.3,WR,4900.0,
Isaiah Ford,NE,2.2,WR,4700.0,
Olabisi Johnson,MIN,2.1,WR,4500.0,
Dez Bryant,BAL,2.0,WR,4600.0,
Isaiah Zuber,NE,1.9,WR,4500.0,
DeMichael Harris,IND,1.9,WR,4600.0,
Christian Blake,ATL,1.9,WR,4700.0,
Lynn Bowden Jr.,MIA,1.9,WR,4500.0,
Kirk Merritt,MIA,1.6,WR,4500.0,
Jeff Smith,NYJ,1.5,WR,4700.0,
Brandon Zylstra,CAR,1.4,WR,4500.0,
John Hightower,PHI,1.4,WR,4600.0,
Noah Brown,DAL,1.4,WR,4600.0,
Nick Westbrook-Ikhine,TEN,1.1,WR,4500.0,
Malik Taylor,GB,1.1,WR,4600.0,
Brandon Powell,ATL,1.0,WR,4600.0,
Dan Chisena,MIN,0.9,WR,4500.0,
Taywan Taylor,CLE,0.9,WR,4500.0,
Joe Reed,LAC,0.8,WR,4700.0,
K.J. Osborn,MIN,0.8,WR,4500.0,
Terry Godwin,JAC,0.8,WR,4500.0,
Gunner Olszewski,NE,0.7,WR,4600.0,
Keke Coutee,HOU,0.6,WR,4500.0,
Pharoh Cooper,CAR,0.6,WR,4500.0,
K.J. Hill,LAC,0.6,WR,4500.0,
Diontae Spencer,DEN,0.5,WR,4500.0,
James Proche,BAL,0.5,WR,4500.0,
Alex Erickson,CIN,0.4,WR,4600.0,
Quez Watkins,PHI,0.4,WR,4500.0,
