PLAYER NAME,TEAM,PROJ. FPTS,Position,Salary,Injury Indicator
Aaron Rodgers,GB,22.4,QB,8400.0,
Aaron Jones,GB,18.9,RB,8800.0,
James Robinson,JAC,15.9,RB,7300.0,
Terry McLaurin,WAS,14.2,WR,7000.0,
Robby Anderson,CAR,12.1,WR,6400.0,
Diontae Johnson,PIT,10.9,WR,5700.0,
Darren Waller,LV,12.3,TE,7000.0,
Mike Davis,CAR,12.5,RB,5400.0,
Washington Football Team,WAS,7.1,DST,3800.0,
Total,,126.29999999999998,,59800.0,
