PLAYER NAME,TEAM,PROJ. FPTS,Position,Salary,Injury Indicator
Kyler Murray,ARI,23.9,QB,8800.0,
James Robinson,JAC,15.8,RB,7300.0,
Mike Davis,CAR,13.9,RB,5400.0,
Davante Adams,GB,19.8,WR,9500.0,
Terry McLaurin,WAS,14.7,WR,7000.0,
DeVante Parker,MIA,12.0,WR,6000.0,
Darren Waller,LV,12.9,TE,7000.0,
D'Andre Swift,DET,12.9,RB,6000.0,
Carolina Panthers,,5.2,DST,3000.0,
Total,,131.1,,60000.0,
