PLAYER NAME,TEAM,PROJ. FPTS,Position,Salary,Injury Indicator
Miami Dolphins,,8.9,DST,4900.0,
Seattle Seahawks,,8.9,DST,4700.0,
Green Bay Packers,,8.4,DST,4100.0,
Las Vegas Raiders,,7.5,DST,4400.0,
Chicago Bears,,7.3,DST,4200.0,
New Orleans Saints,,6.8,DST,4800.0,
Indianapolis Colts,,6.6,DST,4600.0,
Minnesota Vikings,,6.6,DST,4300.0,
New York Giants,,6.6,DST,3400.0,
Los Angeles Rams,,6.4,DST,4500.0,
Atlanta Falcons,,6.4,DST,3500.0,
Detroit Lions,,6.3,DST,3500.0,
Tennessee Titans,,6.0,DST,3900.0,
Cincinnati Bengals,,5.9,DST,3600.0,
Arizona Cardinals,,5.8,DST,3800.0,
New England Patriots,,5.8,DST,3700.0,
Los Angeles Chargers,,5.8,DST,3900.0,
Houston Texans,,5.4,DST,3700.0,
Cleveland Browns,,5.4,DST,4000.0,
New York Jets,,5.3,DST,3300.0,
Jacksonville Jaguars,,5.2,DST,3200.0,
Philadelphia Eagles,,5.1,DST,3400.0,
